tf,action,target
VEGFA,1.0,HIF1A
HIF1A,1.0,VEGFA
STAT1,1.0,EBI3
SREBF2,1.0,LDLR
SREBF1,1.0,LDLR
LDLR,1.0,SREBF1
DTL,1.0,E2F1
AR,-1.0,RELA
RELA,-1.0,AR
STAT3,1.0,PTPN13
CTNND2,-1.0,HES1
AR,-1.0,REST
LIN9,1.0,PLK1
SP1,-1.0,ID4
SP3,-1.0,ID4
FGF10,1.0,PDX1
NCOA1,1.0,RGL1
NCOA2,1.0,RGL1
NCOA6,1.0,RGL1
MAML2,1.0,PBX1
MAML1,1.0,PBX1
MAML3,1.0,PBX1
FOXA1,1.0,NRIP1
IL12B,1.0,MPO
IRF9,1.0,SP100
SP1,1.0,SLC5A8
SMURF2,-1.0,KLF5
CREB5,-1.0,LY96
KLF5,1.0,NOTCH1
JUN,1.0,IL2RA
PAX5,-1.0,BLK
PRKAB1,1.0,TP53
TP53,1.0,PRKAB1
CREBBP,1.0,EPO
SP1,1.0,UTRN
TSC22D3,1.0,CCND1
SP3,1.0,UTRN
EDN1,1.0,COL1A2
TGS1,1.0,TIAM2
SP1,1.0,DBF4
TP73,1.0,HEY2
FCGR1A,1.0,STAT1
MTA3,-1.0,SNAI1
COL1A1,-1.0,SMAD7
COL1A2,-1.0,SMAD7
MED13L,1.0,CEBPA
RELA,1.0,BCL2L1
FOSB,1.0,MMP1
TFDP3,1.0,MAP1LC3B
TP73,1.0,NEDD4L
NR3C1,-1.0,IL2
NR3C1,-1.0,IL5
NR3C1,-1.0,IL4
NR3C1,-1.0,IL6
SMARCA4,1.0,MYC
VHL,1.0,DAB2
CREBBP,1.0,BAX
TBL1X,1.0,RGL1
TRRAP,-1.0,MITF
E2F1,1.0,EED
E2F3,1.0,EED
E2F2,1.0,EED
MITF,1.0,FOS
BRCA1,1.0,STAT1
BRCA1,1.0,STAT2
IL2RG,1.0,MYC
IL2RB,1.0,MYC
IL2RA,1.0,MYC
HOXA11,-1.0,HOXA10
FOXH1,1.0,MEF2C
PRODH,1.0,TP53
EP300,1.0,ACTA2
SMARCD3,1.0,ANGPTL4
IL10,-1.0,IL1R1
IL10,-1.0,IL1R2
RELA,1.0,BCL2A1
STAT1,1.0,EDN1
TNRC6C,-1.0,NOTCH4
TNRC6A,-1.0,NOTCH1
TNRC6C,-1.0,NOTCH1
TNRC6A,-1.0,NOTCH3
TNRC6B,-1.0,NOTCH2
SMARCD3,1.0,ME1
TNRC6A,-1.0,NOTCH2
TNRC6B,-1.0,NOTCH1
TNRC6C,-1.0,NOTCH3
TNRC6B,-1.0,NOTCH4
TNRC6C,-1.0,NOTCH2
TNRC6A,-1.0,NOTCH4
TNRC6B,-1.0,NOTCH3
MSC,-1.0,LTA
CREBBP,1.0,CA9
CDK19,1.0,FABP4
GFI1B,-1.0,MEF2C
MAX,1.0,DKC1
CREBBP,1.0,G0S2
IL12B,1.0,CXCL9
IL12B,1.0,CXCL1
SREBF2,1.0,ACOT7
TFAP2C,1.0,GPX1
CDK12,1.0,ATM
ZBTB17,1.0,MXD4
CDK12,1.0,ATR
SP1,-1.0,SLC29A1
MSC,1.0,IL2RA
FOXL2,-1.0,CYP11A1
MAX,-1.0,MYC
MYB,1.0,MCM4
PTCH1,1.0,PTHLH
SIRT1,1.0,CFLAR
TLE1,-1.0,RCAN1
JUN,-1.0,PGR
KAT7,-1.0,KLK3
CREBBP,1.0,FADS1
SIX1,-1.0,CDH1
IL10,-1.0,IL12A
IL10,-1.0,IL12B
FANCI,1.0,MDC1
MDC1,1.0,FANCI
FOXM1,1.0,PLK1
TP53,1.0,MAP4K4
FOXO3,1.0,PLK1
DNMT1,-1.0,TNFRSF10B
ZBTB2,-1.0,ARF1
TBP,-1.0,FUS
TBX21,1.0,CHST4
MED1,1.0,LPL
JAK1,1.0,SOCS3
JAK3,1.0,SOCS3
TBL1XR1,1.0,ACOX1
MED8,1.0,LPL
MED7,1.0,LPL
MED9,1.0,LPL
MED4,1.0,LPL
MED6,1.0,LPL
HIST3H2BB,1.0,CCND1
NR1I2,1.0,CORO1C
G6PC,-1.0,NR1H2
RBL1,-1.0,DHFR
G6PC,-1.0,NR1H3
RBL2,-1.0,DHFR
INSR,1.0,PTPN1
ARNT,-1.0,CDK2
TWIST1,-1.0,SRPX
TWIST2,-1.0,SRPX
BCL6,-1.0,PDCD2
MECP2,-1.0,MEF2C
TBL1XR1,1.0,ACSL1
USF2,1.0,PF4
USF1,1.0,PF4
MYC,-1.0,CFLAR
MAFA,1.0,INS
ZBTB16,-1.0,BID
MAX,-1.0,ALDH9A1
HDAC4,1.0,PTGS2
HDAC1,1.0,PTGS2
DLX3,1.0,CGA
IL12B,1.0,IL6
EDNRA,1.0,COL3A1
TP73,1.0,GRAMD4
WIF1,1.0,CTNNB1
POU1F1,1.0,VDR
MYC,-1.0,ALDH9A1
ALDH9A1,-1.0,MYC
FOS,1.0,AR
HDAC3,-1.0,PPARGC1A
IL6,1.0,IL17A
KLF4,1.0,GPA33
STAT3,1.0,HSP90B1
STAT3,1.0,SALL4
FOSL1,1.0,PLAU
DPY30,1.0,MYC
NFKB1,1.0,AMH
SUPT16H,1.0,CHEK1
HIPK2,-1.0,VIM
NFKB1,1.0,B2M
B2M,1.0,NFKB1
TCEA1,1.0,CHEK1
ONECUT1,1.0,HNF1B
HNF1B,1.0,ONECUT1
FLT1,1.0,E2F1
PTGDR,-1.0,BRCA1
MAX,-1.0,CFLAR
EFEMP1,-1.0,GLI2
CREBBP,1.0,IL4
CDX2,1.0,CDKN1A
IL4,-1.0,CXCL8
FANCD2,1.0,CHEK1
CHEK1,1.0,FANCD2
STAT5A,-1.0,CDKN2B
SIRT1,1.0,EPO
MCM2,-1.0,RBPJ
HR,1.0,OLR1
MCM6,-1.0,RBPJ
NPM1,1.0,CTNNB1
GLI2,1.0,FOXA2
GLI1,1.0,FOXA2
IL4,1.0,MAOA
TP73,1.0,HAGH
VEGFA,1.0,STAT3
STAT3,1.0,VEGFA
RELA,1.0,SELE
FOXE1,1.0,GLI2
GLI2,1.0,FOXF1
ATF2,-1.0,CDK4
FOS,1.0,IL2RA
JUN,-1.0,MYC
NFKB1,1.0,FLT4
POU2F2,1.0,TK1
POU2F1,1.0,TK1
RB1,-1.0,TGFB2
TADA2B,1.0,CDKN1A
DR1,-1.0,TBP
NPY2R,-1.0,GLI2
SOX2,-1.0,TUBB3
TBL1XR1,1.0,CPT2
RB1,-1.0,FOS
RUNX1,1.0,HBP1
ARNT,1.0,FURIN
MAX,-1.0,FTH1
NFKB1,-1.0,BCL2L11
HELZ2,1.0,TNFRSF21
HOXA7,1.0,VIM
SFPQ,-1.0,ADARB2
PLAG1,1.0,IGF2
ATM,-1.0,SP1
E2F1,1.0,ATM
ATM,1.0,E2F1
RELA,1.0,TWIST1
SP1,-1.0,AHR
HCFC1,-1.0,E2F4
E2F1,-1.0,SERPINE1
SERPINE1,-1.0,E2F1
PRKCB,1.0,VCAM1
PRKCA,1.0,VCAM1
E2F3,-1.0,SERPINE1
PRKCD,1.0,VCAM1
E2F2,-1.0,SERPINE1
PRKCE,1.0,VCAM1
E2F1,1.0,DAPK2
PRKCH,1.0,VCAM1
DAPK2,1.0,E2F1
PRKCG,1.0,VCAM1
MYC,1.0,ST3GAL4
MYC,1.0,ST3GAL1
MYC,1.0,ST3GAL3
PRKCQ,1.0,VCAM1
NEUROD1,1.0,GCK
NANOG,1.0,KLF2
NANOG,1.0,KLF4
KLF4,1.0,NANOG
ESR1,-1.0,PTMA
JUN,1.0,IL23A
RPS6KA3,1.0,FOXO1
BGLAP,1.0,SMAD3
BGLAP,1.0,SMAD4
GATA2,-1.0,SPI1
GATA1,-1.0,SPI1
XPC,-1.0,RNF111
STAT3,-1.0,LTBP1
BTF3,-1.0,SSPN
BTAF1,-1.0,DR1
NFKB1,1.0,CRP
IL13,1.0,HMOX1
KANK1,1.0,CXXC5
FOXA1,1.0,PISD
EDNRA,1.0,COL1A2
EDNRB,1.0,COL1A2
TP63,1.0,PRKCD
DDX5,1.0,MYC
MECP2,-1.0,FKBP5
SPDEF,1.0,SERPINB5
ESR1,-1.0,CDKN1B
HDAC1,1.0,IGFBP3
ATF2,1.0,RETN
SUPT4H1,1.0,CHEK1
YY1,1.0,CYCS
CREBBP,1.0,GCK
MYB,1.0,IQGAP1
TFAP2A,1.0,DCBLD2
ERF,-1.0,PRL
SOCS2,1.0,SOCS1
SOCS1,1.0,SOCS2
TBL1XR1,1.0,CYP1A1
DCT,1.0,MITF
MITF,1.0,DCT
MYC,-1.0,FTH1
SP1,1.0,MAT2B
SP1,1.0,MAT2A
CDX2,1.0,MEP1A
PAX8,1.0,SLC3A1
MAPK1,1.0,ZFP36
MAPK3,1.0,ZFP36
SKIL,-1.0,ADAM12
GATA3,1.0,ERVW-1
GATA2,1.0,ERVW-1
ZBTB17,-1.0,CLU
NFKB1,1.0,CFI
LIN37,1.0,CCNB1
LIN37,1.0,CCNB2
CRX,-1.0,RHO
IL2,1.0,IL2RA
LIN52,1.0,CCNB2
LIN52,1.0,CCNB1
LIN54,1.0,CCNB2
LIN54,1.0,CCNB1
IL23R,1.0,IL6
IL23A,1.0,IL6
IFNG,-1.0,IL23R
GATA3,-1.0,FOXC1
GATA3,-1.0,FOXC2
XBP1,1.0,SRPRB
XBP1,1.0,SRPRA
MYBL2,-1.0,TCF7L2
PTGDR,1.0,RRM2
PTGDR,1.0,RRM1
NFKB1,1.0,BGN
RUNX1,1.0,PRKCB
YY1,1.0,PPARGC1A
RUNX1,1.0,PRKCQ
JUN,-1.0,LBP
ETV5,1.0,CTNNB1
JUN,1.0,IL12B
ATOH1,1.0,HES6
ATF1,1.0,IL10
ATF7,1.0,TAF12
MAF,1.0,ITGB7
MCM6,-1.0,NOTCH1
MCM2,-1.0,NOTCH1
STAT5A,1.0,FOS
STAT5B,1.0,FOS
ATF2,1.0,RELA
TP53,-1.0,DNMT1
EDN1,1.0,COL3A1
MED1,1.0,ANGPTL4
MED4,1.0,ANGPTL4
MED6,1.0,ANGPTL4
MED8,1.0,ANGPTL4
MED7,1.0,ANGPTL4
MED9,1.0,ANGPTL4
SUPT5H,1.0,FANCD2
MEF2C,1.0,MAPK7
SP3,1.0,RASSF1
SP1,1.0,RASSF1
PRMT1,1.0,GADD45A
GRB2,1.0,CCND3
ZNF382,-1.0,HMGA2
NR3C1,-1.0,CGA
CREBBP,1.0,LPL
AR,-1.0,SEPT7
MEF2A,1.0,MAPK7
CARM1,1.0,RGL1
FOXF2,-1.0,PDGFA
IL4,-1.0,IL6
ZNF350,-1.0,HMGA2
MAX,1.0,SLC2A1
ELOA,1.0,RAD51D
ELOC,1.0,RAD51D
ELOB,1.0,RAD51D
IL10,-1.0,CXCL10
SMS,1.0,AR
PPP1R13B,1.0,FAS
CREBBP,1.0,ME1
PLK3,1.0,CCNE1
NT5E,1.0,CTNNB1
WT1,-1.0,STIM1
TFDP1,1.0,EZH2
TFDP2,1.0,EZH2
MYB,1.0,SLC1A5
EGR1,1.0,UBE2S
ESR1,1.0,KLRC3
NR2F1,-1.0,DR1
TCF19,-1.0,CCNE1
NR1H4,1.0,NFKB1
ETV4,1.0,ETS1
RXRA,1.0,HMGCR
CDX2,1.0,HEPH
CALM2,1.0,ITCH
EGR1,1.0,HIF1A
E2F4,-1.0,RAD51
E2F6,-1.0,RAD51
KLF16,-1.0,CDKN1A
MET,1.0,MITF
E2F3,1.0,ORC1
E2F2,1.0,ORC1
E2F1,1.0,ORC1
AMHR2,1.0,NR5A1
TFDP1,1.0,CES5A
TFDP2,1.0,CES5A
PITX2,-1.0,GNRH1
PITX1,-1.0,GNRH1
USF2,1.0,PDX1
RELA,1.0,S100A6
JUN,1.0,MMP1
MMP1,1.0,JUN
JUN,1.0,MMP3
JUN,1.0,MMP2
JUN,1.0,MMP9
JUN,1.0,MMP7
MMP7,1.0,JUN
JUN,-1.0,IL2
NFKB1,-1.0,SERPINA3
TFDP2,1.0,CES4A
TFDP1,1.0,CES4A
NPM1,-1.0,HSPD1
E2F1,1.0,FANCA
RUNX3,1.0,TRAF6
PPARD,1.0,CTNNB1
CTNNB1,1.0,PPARD
STAT4,-1.0,HNRNPA2B1
PPARGC1A,1.0,PCK2
PPARGC1A,1.0,PCK1
SP1,1.0,F2
F2,1.0,SP1
F2,1.0,SP3
SIRT1,-1.0,NOTCH1
GATA3,1.0,ZEB1
HDAC2,-1.0,CSF2
ZBTB7A,-1.0,MYC
SP1,1.0,AR
RELA,1.0,NLRP2
RELA,1.0,NLRP3
STAT1,1.0,CEBPE
STAT3,1.0,CEBPB
PROX1,-1.0,NR1I2
STAT3,1.0,CEBPD
CREBBP,1.0,NCL
ERG,-1.0,CXCL8
TBL1XR1,1.0,CD36
SKI,1.0,MDM2
ATF5,1.0,CREB1
MYC,1.0,SLC2A1
YY1,1.0,TFAP2A
ZEB1,-1.0,MUC1
XBP1,1.0,HYOU1
FN1,-1.0,MYC
WT1,1.0,ITGAX
SP1,1.0,MDM2
TP73,1.0,DCP1B
KAT2B,1.0,GP1BA
IL12RB1,1.0,IL23R
MAX,1.0,E2F3
TBX21,1.0,IFNG
IL23R,1.0,TNF
GAB1,-1.0,A2M
GAB2,-1.0,A2M
IL12RB1,1.0,IL1R1
TNF,1.0,IL23A
IL23A,1.0,TNF
IL12RB2,1.0,IL1R1
PIAS2,-1.0,LRRN3
FOS,-1.0,MYC
SIN3A,-1.0,ITGA2B
SIN3B,-1.0,ITGA2B
STAT3,1.0,KLF11
MYB,-1.0,CD4
HDAC3,-1.0,NPAS2
ESR1,1.0,NRF1
MAX,-1.0,CLU
HIF1A,1.0,EDNRB
IGFBP6,-1.0,TCF7L1
IGFBP6,-1.0,TCF7L2
CASP8,-1.0,KLK3
PRLR,1.0,CSN2
NFKB1,1.0,CXCL8
CETP,1.0,SREBF2
CETP,1.0,SREBF1
CHD9,1.0,CPT1A
NFKB1,1.0,CXCL1
ZBTB7A,-1.0,PKM
MTA1,-1.0,RNF144A
MYC,-1.0,CLU
RPL11,-1.0,NCL
E2F1,1.0,FZD1
E2F1,1.0,MYB
MYB,1.0,E2F1
E2F2,1.0,MYC
E2F1,1.0,MYC
MYC,1.0,E2F1
E2F3,1.0,MYC
MYC,1.0,E2F3
SRSF1,1.0,MYC
MYC,1.0,SRSF1
IRF1,-1.0,CCNB1
CREBBP,1.0,KIT
RELA,1.0,PLIN1
STAT3,1.0,BIRC5
BIRC5,1.0,STAT3
BIRC3,1.0,STAT3
IRF9,-1.0,CCND2
HMGA1,-1.0,BRCA1
BRCA1,-1.0,HMGA2
SMAD3,1.0,FOXP3
SP1,1.0,P4HA1
SMAD4,1.0,FOXO1
SMAD4,1.0,FOXO3
FOSL2,1.0,LAMA3
IRF1,-1.0,CCNE1
GATA2,1.0,NOTCH1
NOTCH1,1.0,GATA3
RELA,1.0,ABCG2
KAT2B,1.0,SMAD4
SMARCD3,1.0,SLC27A1
TCF3,-1.0,BBC3
ABCB1,1.0,RELB
RELA,1.0,ABCB1
ABCB1,1.0,RELA
HMGA1,1.0,PTGS2
CLOCK,1.0,PER1
PER1,1.0,CLOCK
CLOCK,1.0,PER3
CLOCK,1.0,PER2
PER2,1.0,CLOCK
NRF1,1.0,ATP5F1B
GTF2I,1.0,HSPA5
MAX,1.0,MMP9
MAZ,1.0,MMP1
SP1,1.0,ELMO3
POU5F1,1.0,NR5A1
TBL1XR1,1.0,ALAS1
USP7,1.0,GLI1
FOS,1.0,MSH2
CTNNB1,1.0,KCNIP4
XBP1,1.0,EDEM1
ING1,1.0,CASP3
ING4,1.0,CASP3
HSP90B1,1.0,HIF1A
TFDP1,-1.0,CDC25C
NFKB1,1.0,CXCR2
NFKB1,1.0,CXCR4
TFDP2,-1.0,CDC25C
CTDP1,1.0,CHEK1
NFIB,1.0,C4BPB
NFIA,1.0,C4BPB
NFIC,1.0,C4BPB
CD40LG,1.0,IRF4
NCF1,-1.0,HBP1
HBP1,-1.0,NCF1
RUNX3,-1.0,PEA15
FDPS,-1.0,YY1
SCGB1A1,1.0,CEBPA
FOS,1.0,MT2A
EPCAM,1.0,TCF7L2
VHL,1.0,AR
MAMLD1,1.0,PLXND1
FOXM1,1.0,CDC25B
FOXM1,1.0,CDC25A
PROX1,-1.0,NR5A2
SMARCD3,1.0,G0S2
SPI1,1.0,RBPJ
CDC26,1.0,CXCL8
SPDEF,1.0,SQSTM1
CDC27,1.0,CXCL8
AHRR,-1.0,CYP1A1
CDC23,1.0,CXCL8
STAT3,1.0,EGFR
NFKB1,1.0,OPTN
B4GALT3,-1.0,FOXO1
PPP1R13B,1.0,BAX
PLAGL2,1.0,NCF2
CREBBP,1.0,NR4A1
HOXA9,-1.0,RELA
ARNT,1.0,HIGD1A
CDC16,1.0,CXCL8
MED1,1.0,ME1
KLF4,-1.0,SOD1
MAX,1.0,CDCA7
OAT,1.0,AR
APC,-1.0,MYC
E2F1,1.0,H19
H19,1.0,E2F1
JUN,-1.0,DCN
MLLT10,-1.0,CDKN1A
RFWD2,-1.0,PLAU
ESR1,1.0,KCTD6
ZFHX3,-1.0,AFP
HIC1,-1.0,VEGFA
TP53,1.0,HIC1
HIC1,1.0,TP53
MYC,1.0,DKC1
HNF4A,1.0,SERPINC1
STAT3,-1.0,DDIT3
HMGA1,-1.0,CDH1
ERG,-1.0,ILK
IRF7,1.0,ATF4
AGO2,-1.0,CHD1
AGO1,-1.0,CHD1
AGO4,-1.0,CHD1
AGO3,-1.0,CHD1
WT1,-1.0,UBE2I
NRF1,1.0,TFB2M
SSRP1,1.0,RAD51D
IL8,1.0,NFKB2
FOS,1.0,MMP2
FOS,1.0,MMP1
NFKB1,1.0,IL6
IL6,1.0,NFKB1
NFKB1,1.0,IL2
FOS,1.0,MMP9
CREBBP,1.0,ANGPTL4
POU2F1,1.0,MAD2L1
FBLN2,-1.0,CTNNB1
PBX1,1.0,HOXB1
NFKB1,1.0,XIAP
NRF1,1.0,TFB1M
STAT3,-1.0,PAX3
SIRT1,1.0,NBN
ELK1,1.0,EZH2
AXIN2,1.0,E2F1
NF1,-1.0,AFP
EP300,1.0,CCND2
EP300,1.0,CCND1
CREBBP,1.0,CYP4A11
CTBP1,-1.0,CLDN7
BAMBI,1.0,CTNNB1
CCND2,1.0,GLI1
CCND1,1.0,GLI2
DLX5,1.0,MYC
EP300,1.0,CCNE1
EP300,1.0,CCNE2
CHRM1,-1.0,AR
NR0B1,-1.0,AMH
CBFB,1.0,PRKCQ
RELA,1.0,PLAUR
PGC,1.0,AR
TBL1X,1.0,FDFT1
NFIX,-1.0,CDKN1A
HDAC1,1.0,BCL2A1
CREM,-1.0,CREB1
KRT19,-1.0,FOXO1
NFIA,-1.0,CDKN1A
CBFB,1.0,PRKCB
STAT4,-1.0,RAP1B
TP53,1.0,COL18A1
LEPR,-1.0,SOCS3
ZFP36,-1.0,LATS2
SP1,1.0,ITGA5
STAT4,-1.0,PAK2
SP1,1.0,ITGB5
SP3,1.0,ITGB5
ZNF24,1.0,CTNNB1
SP1,1.0,ITGAD
SP3,1.0,ITGAD
RFX1,-1.0,MAP1A
RFX3,-1.0,MAP1A
KIT,1.0,MITF
MITF,1.0,KIT
SP4,1.0,MAOB
HES1,1.0,BGLAP
NFKB1,1.0,LPL
SMARCD3,1.0,AGT
FOSL1,1.0,CDKN2A
TFDP2,-1.0,MYBL2
PPARA,1.0,NPAS2
NPAS2,1.0,PPARA
IL12A,1.0,FASLG
IL12B,1.0,FASLG
PAX5,1.0,CD79A
HELZ2,1.0,TRIB3
NFE2L2,1.0,CXCL8
ELOA2,1.0,FANCI
ELOA3,1.0,FANCI
FOXA1,-1.0,RPRM
ETS2,1.0,ANPEP
ETS1,1.0,ANPEP
ING4,-1.0,CCND1
NCOA6,1.0,FDFT1
NCOA2,1.0,FDFT1
NCOA1,1.0,FDFT1
REL,1.0,IL2RA
CREB1,1.0,CYP19A1
JUNB,1.0,IL10
RELA,1.0,SOD2
DDIT3,1.0,BBC3
IL12RB1,1.0,ITGA3
VHL,-1.0,HIF1A
RELA,1.0,JUNB
NFKB1,-1.0,ABCA1
IL12B,1.0,TNF
CDKN2A,-1.0,BIRC5
POU5F1,1.0,ZFP42
KAT2A,1.0,HSPD1
KDR,1.0,E2F1
CD247,1.0,EOMES
PTEN,-1.0,CTNNB1
NR5A1,1.0,MC2R
EWSR1,1.0,MITF
TP53,1.0,STEAP3
MYC,1.0,CDC34
NFIX,1.0,CHI3L1
SP1,1.0,DHFR
TFDP1,-1.0,RBBP8
TFDP2,-1.0,RBBP8
TFDP1,-1.0,RBBP4
TFDP2,-1.0,RBBP4
CEBPB,1.0,PPARG
PPARG,1.0,CEBPA
CEBPA,1.0,PPARG
CEBPD,1.0,PPARG
JUN,1.0,E2F1
JUN,1.0,E2F4
PTTG1,1.0,PTTG1IP
SPI1,1.0,IL1B
POLR2F,1.0,ATR
POLR2K,1.0,ATM
POLR2E,1.0,ATR
POLR2J,1.0,ATM
POLR2H,1.0,ATR
POLR2G,1.0,ATR
POLR2L,1.0,ATM
POLR2J,1.0,ATR
POLR2I,1.0,ATR
POLR2L,1.0,ATR
POLR2K,1.0,ATR
POLR2A,1.0,ATM
SF1,1.0,MC2R
POLR2C,1.0,ATM
POLR2B,1.0,ATM
POLR2E,1.0,ATM
POLR2D,1.0,ATM
POLR2B,1.0,ATR
POLR2G,1.0,ATM
POLR2A,1.0,ATR
POLR2F,1.0,ATM
POLR2D,1.0,ATR
POLR2I,1.0,ATM
SUPT5H,1.0,MDC1
POLR2C,1.0,ATR
POLR2H,1.0,ATM
SP1,1.0,DHCR7
ARNT,1.0,RORA
CEBPE,-1.0,PRG2
HIF1A,1.0,EDN1
AR,-1.0,SERPINB5
NFKB1,1.0,CFLAR
STAT6,1.0,EGR2
MYC,1.0,CDCA7
JUNB,-1.0,MMP9
PRKCZ,1.0,MMP9
CBFB,1.0,ITCH
CARM1,1.0,PLIN2
ETS1,1.0,TNC
SOX2,1.0,ABCC3
SOX2,1.0,ABCC6
SOX9,1.0,COL11A2
YBX1,1.0,EGFR
ETS1,1.0,TRA
TAF9,1.0,CDKN1A
TAF1,1.0,CDKN1A
NOTUM,1.0,CTNNB1
SP3,1.0,NOS3
SP1,1.0,NOS3
ARNT,1.0,SERPINE1
TGS1,1.0,TNFRSF21
CHD9,1.0,RGL1
TFCP2,1.0,PAX6
IRF1,1.0,CD40
ZEB2,1.0,ITGA5
WWTR1,1.0,SERPINE1
NFATC4,-1.0,TP53
IRF7,1.0,CD80
GOSR1,-1.0,GLI1
ZNF444,1.0,SCARF1
SMARCD3,1.0,GLIPR1
NFKB1,1.0,PROX1
PPARG,1.0,FASLG
HDAC10,-1.0,TXNIP
EGR1,1.0,EP300
EP300,1.0,EGR1
HIF1A,1.0,GCK
USF2,1.0,IGF2R
LAMB3,-1.0,GLI2
ETS1,1.0,MMP13
ATF2,1.0,SERPINB5
MKL1,1.0,COL1A1
ETV4,1.0,MMP14
CDX2,-1.0,IGFBP3
AKT1,1.0,TERT
STAT3,1.0,IL6
STAT6,1.0,IL5
STAT6,1.0,IL4
STAT3,1.0,IL2
ST6GAL1,1.0,HNF1A
E2F2,-1.0,CASP7
E2F3,-1.0,CASP7
RBL2,-1.0,TOP2A
PPARA,1.0,PEX11A
HIF3A,1.0,EPO
GTF2H5,1.0,ATM
GTF2H4,1.0,ATM
GTF2H2,1.0,ATR
GTF2H1,1.0,ATR
GTF2H4,1.0,ATR
GTF2H3,1.0,ATR
SMARCD3,1.0,FABP1
GTF2H5,1.0,ATR
GTF2H1,1.0,ATM
GTF2H3,1.0,ATM
GTF2H2,1.0,ATM
SP3,1.0,NOX4
GTF2F2,1.0,ATM
GTF2F2,1.0,ATR
GTF2F1,1.0,ATR
GTF2F1,1.0,ATM
PBX2,1.0,EMX2
CEBPB,1.0,PCK2
VEGFA,1.0,SMAD2
VEGFA,1.0,SMAD3
PLAGL2,1.0,METAP2
TBX5,1.0,CDKN2A
PTGDR,1.0,SULT2A1
ZEB2,-1.0,CXADR
ZEB1,-1.0,CXADR
ZNF148,-1.0,SOX18
RUVBL1,-1.0,TP53
TFDP1,1.0,PCNA
TGS1,1.0,HMGCR
NAB2,1.0,BCAR1
ETV4,1.0,VIM
STAT6,1.0,LTA
MYO15A,1.0,GLI1
CTNNB1,1.0,SALL4
MECP2,-1.0,PPARG
FOSB,-1.0,TIMP1
STAT3,1.0,S1PR1
KLF4,1.0,ALPI
PTEN,-1.0,GLI2
LEFTY2,1.0,FOXO1
POU1F1,1.0,GHR
POU1F1,1.0,GH2
STAT3,1.0,LEP
POU1F1,1.0,GH1
LIN37,-1.0,TOP2A
YY1,-1.0,HAS2
SP1,1.0,CENPH
SP3,1.0,CENPH
FOXO1,1.0,RBL2
RBL2,1.0,FOXO4
FOXO4,1.0,RBL2
FOXO3,1.0,RBL2
STAT3,1.0,LBP
RB1,-1.0,MAD2L1BP
EGR1,1.0,BCAR1
UBE2C,1.0,IL6
SOX2,1.0,ASXL1
CBFB,1.0,RORC
ID2,1.0,HIF1A
HIF1A,1.0,ID2
LIN54,-1.0,TOP2A
LIN52,-1.0,TOP2A
E2F4,-1.0,PCLAF
E2F6,-1.0,PCLAF
GLS2,1.0,CEBPA
TFAP2A,1.0,NR3C1
CHD9,1.0,FDFT1
STAT3,1.0,IFNAR1
STAT3,1.0,LIF
PRKCA,1.0,ICAM1
ABL1,1.0,TP53
PRKCB,1.0,ICAM1
PRKCE,1.0,ICAM1
PRKCD,1.0,ICAM1
PRKCG,1.0,ICAM1
PRKCH,1.0,ICAM1
PRKCQ,1.0,ICAM1
SMARCD3,1.0,FHL2
NPAS2,1.0,PER2
NPAS2,1.0,PER1
ATF2,1.0,CSRP2
HNF4A,1.0,SHBG
HIF1A,1.0,HK2
HIF1A,1.0,HK1
WT1,1.0,ETS1
ETS1,1.0,WT1
LIMD1,-1.0,HIF1A
KLF9,-1.0,PMAIP1
INHA,1.0,LEF1
NR2C2,1.0,LHCGR
NFKB1,-1.0,TIMP1
EGR1,-1.0,PTGS2
LEF1,-1.0,CD1D
EGR1,1.0,PLAU
ARNTL2,1.0,SERPINE1
FOXD3,1.0,RARB
FOXO1,1.0,RAG2
IL10,-1.0,CCL3L1
FOXO1,1.0,RAG1
CBFB,1.0,RSPO3
SMARCD3,1.0,FADS1
STAT1,1.0,KIT
LEF1,-1.0,CDH1
ZNF143,1.0,BUB1B
MED1,1.0,TIAM2
KHDRBS1,1.0,LEP
RARS,1.0,FOXO1
CARM1,1.0,ABCB4
CARM1,1.0,ABCA1
SRY,1.0,WDR5
ELOA3B,1.0,FANCD2
HIF1A,1.0,CA9
NRF1,1.0,FXR2
ATP1B4,1.0,SMAD7
IFNB1,-1.0,YY1
ELOA3D,1.0,FANCD2
IL4,1.0,ANXA1
HIF3A,1.0,CA9
ETS1,1.0,PF4
FGA,1.0,STAT3
STAT3,1.0,FGG
HOXB1,-1.0,TCF4
FOS,1.0,STAT1
FOS,1.0,STAT3
STAT3,1.0,FOS
STAT6,1.0,FOS
YY1,-1.0,EPAS1
TYK2,1.0,IL24
TYK2,1.0,IL1B
TYK2,1.0,IL19
ACAT2,1.0,SREBF1
RELA,1.0,CFTR
REST,-1.0,NRP1
ATF5,1.0,BCL2
ESR1,1.0,PRL
BTG2,-1.0,CCND1
PURA,-1.0,PCNA
CREB1,1.0,ACACA
POU4F2,1.0,BAX
KLF2,1.0,CDKN1A
KLF4,1.0,CDKN1B
KLF4,1.0,CDKN1A
KLF4,1.0,CDKN1C
KLF6,1.0,CDKN1A
MNAT1,1.0,BRCA1
NPM1,1.0,MYC
MYC,1.0,NPM1
CEBPA,1.0,GFI1
PPARD,1.0,LPL
PPARG,1.0,LPL
